DEPTH,BS,GR,DTCO,DTSM,MSFL,LLD,LLS,RHOB,SP,NPHI,DRHO
195.2244,-999,-999,-999,-999,-999,-999,-999,2.1393,-999,0.3712,-0.6302
195.3768,-999,-999,-999,-999,-999,-999,-999,2.1393,-999,0.3586,-0.6302
195.5292,-999,-999,-999,-999,-999,-999,-999,2.2405,-999,0.3622,-0.6097
195.6816,-999,57.0486,-999,-999,2000,0.3057,0.1775,2.3981,241.375,0.3419,-0.5462
195.834,-999,59.8733,-999,-999,2000,0.2576,0.1387,2.4928,241.1875,0.3291,-0.4986
195.9864,-999,62.4668,-999,-999,2000,0.2501,0.1298,2.406,240.75,0.335,-0.5204
196.1388,-999,61.7738,-999,-999,2000,0.2926,0.17,2.2694,240.5625,0.3643,-0.5555
196.2912,-999,61.0058,-999,-999,2000,0.2454,0.1486,2.1951,240.1875,0.4007,-0.5623
196.4436,-999,57.5933,-999,-999,2000,0.2437,0.1491,2.1269,239.8125,0.4075,-0.5754
196.596,-999,55.6833,-999,-999,2000,0.2341,0.1476,2.0856,239.4375,0.4062,-0.5923
196.7484,-999,55.9563,-999,-999,9.061,0.2334,0.1493,2.0804,238.8125,0.4143,-0.594
196.9008,-999,54.9912,-999,-999,22.286,0.2254,0.1485,2.0862,238.1875,0.4156,-0.5963
197.0532,-999,58.4019,-999,-999,2000,0.224,0.1485,2.1014,237.5625,0.4257,-0.5944
197.2056,-999,60.1878,-999,-999,100.3204,0.2213,0.1488,2.107,236.6875,0.4104,-0.5939
197.358,-999,63.8713,-999,-999,96.8597,0.2079,0.1493,2.1345,235.1875,0.3941,-0.576
197.5104,-999,61.9819,-999,-999,8.9346,0.2058,0.1481,2.1553,233.875,0.3813,-0.5618
197.6628,-999,61.2881,-999,-999,2000,0.1948,0.1489,2.1678,232.9375,0.3679,-0.5505
197.8152,-999,60.6144,-999,-999,3.0284,0.192,0.148,2.1745,232.375,0.3816,-0.5474
197.9676,-999,60.3311,-999,-999,2000,0.1792,0.1484,2.1754,232.25,0.3716,-0.5487
198.12,-999,58.147,-999,-999,2000,0.1735,0.1497,2.1392,232.3125,0.3726,-0.5711
198.2724,-999,56.1023,-999,-999,2000,0.169,0.1501,2.0631,232.5,0.3839,-0.6085
198.4248,-999,58.4114,-999,-999,7.1099,0.1713,0.1521,1.9653,232.75,0.4174,-0.6487
198.5772,-999,61.2666,-999,-999,118.6982,0.1722,0.1574,1.9339,232.5625,0.4036,-0.6644
198.7296,-999,64.4061,-999,-999,2000,0.1711,0.1694,1.9594,232,0.4197,-0.6656
198.882,-999,62.6192,-999,-999,4.979,0.1716,0.1971,2.0327,231.3125,0.4192,-0.6431
199.0344,-999,62.494,-999,-999,28.2695,0.1784,0.2567,2.0736,230.875,0.4382,-0.6208
199.1868,-999,60.5723,-999,-999,3.697,0.1639,0.3112,2.0926,230.0625,0.4181,-0.6033
199.3392,-999,60.3231,-999,-999,2000,0.2165,0.2995,2.0988,229.1875,0.4113,-0.605
199.4916,-999,58.6747,-999,-999,2000,0.0971,0.1037,2.1469,228.5,0.4045,-0.636
199.644,-999,57.3304,-999,-999,0.2849,0.0632,0.0797,2.2367,228.3125,0.4049,-0.6254
199.7964,-999,58.334,-999,-999,0.1344,0.0697,0.0783,2.4743,228.8125,0.3892,-0.5222
199.9488,-999,62.6236,-999,-999,0.2115,0.1719,0.1927,2.462,229.0625,0.435,-0.4035
200.1012,-999,72.8512,-999,-999,8.1391,0.4641,0.4933,2.4405,223.875,0.4184,-0.2185
200.2536,-999,80.3404,-999,-999,6.5024,1.954,1.8235,2.2537,206.625,0.4369,-0.1068
200.406,-999,81.7808,-999,-999,2.9377,915.2421,445.7095,2.1657,186.625,0.3633,-0.0337
200.5584,-999,80.4011,-999,-999,0.6159,3.8028,13.813,2.0742,168.375,0.374,0.0062
200.7108,-999,76.0165,-999,-999,0.3458,1.2472,2.0799,1.9531,154,0.3746,0.0171
200.8632,-999,82.8722,-999,-999,0.4746,0.9924,1.834,1.7714,146.125,0.394,0.0031
201.0156,-999,81.3854,-999,-999,0.7341,1.0287,2.0665,1.7257,141.5625,0.4177,-0.0029
201.168,-999,88.3014,-999,-999,0.8745,1.1617,2.4114,1.7211,138,0.4646,0.0004
201.3204,-999,85.2967,-999,-999,2.5869,1.3403,2.6866,1.8054,135.25,0.5088,-0.0117
201.4728,-999,92.5313,-999,-999,2.7434,1.5153,2.9193,1.8944,132.375,0.4689,-0.0138
201.6252,-999,91.7933,-999,-999,3.1892,1.6695,3.125,2.098,129.5,0.4184,-0.0065
201.7776,-999,94.0815,-999,-999,3.0435,1.6318,3.056,2.301,126.875,0.3881,0.0057
201.93,-999,100.0666,-999,-999,2.2484,1.6115,3.01,2.3785,124.625,0.3439,0.0015
202.0824,-999,102.4751,-999,-999,1.8693,1.5561,2.915,2.3758,122.4375,0.3334,0.0096
202.2348,-999,104.5037,-999,-999,1.7895,1.5202,2.8001,2.3559,120.6875,0.3332,0.0029
202.3872,-999,95.2426,-999,-999,2.5098,1.6387,2.7975,2.3412,119.5,0.3786,0.0074
202.5396,-999,98.4998,-999,-999,2.6699,1.8604,2.8805,2.3555,118.4375,0.3841,0.0106
202.692,-999,99.6459,-999,-999,3.4967,2.1898,2.9938,2.3663,117.3125,0.3659,0.0086
202.8444,-999,103.5681,-999,-999,3.645,2.536,3.1108,2.4052,116.25,0.354,0.0047
202.9968,-999,103.3326,-999,-999,3.4287,2.7235,3.0917,2.4395,115.375,0.3131,0.012
203.1492,-999,102.4772,-999,-999,3.1411,2.6913,2.97,2.4495,114.4375,0.313,0.0062
203.3016,-999,103.4878,-999,-999,2.4923,2.5511,2.8829,2.4485,113.625,0.305,0.0087
203.454,-999,103.063,-999,-999,2.7378,2.3894,2.8237,2.443,113.125,0.3356,0.0205
203.6064,-999,102.636,-999,-999,2.8786,2.3428,2.7959,2.4295,112.4375,0.3416,0.0148
203.7588,-999,98.9317,-999,-999,2.676,2.4615,2.8634,2.4301,111.75,0.3432,0.0208
203.9112,-999,99.6108,-999,-999,2.8191,2.6706,2.9262,2.441,111.375,0.3348,0.0149
204.0636,-999,103.0589,-999,-999,3.664,2.9265,2.932,2.4419,111.0625,0.3344,0.0083
204.216,-999,106.5707,-999,-999,3.4449,3.1061,2.9158,2.4402,110.625,0.321,-0.0005
204.3684,-999,107.9057,-999,-999,2.8798,3.0949,2.8252,2.4439,110.375,0.3146,-0.0007
204.5208,-999,107.8861,-999,-999,2.916,2.8726,2.6158,2.4343,110.25,0.3212,-0.0104
204.6732,-999,104.0848,-999,-999,3.4232,2.5653,2.5172,2.438,110.25,0.3239,-0.0066
204.8256,-999,101.9123,-999,-999,3.2624,2.329,2.4917,2.4321,110.0625,0.3406,-0.0055
204.978,-999,99.4748,-999,-999,3.4519,2.1147,2.5114,2.4307,110,0.342,-0.0111
205.1304,-999,98.1105,-999,-999,3.453,2.0935,2.5324,2.4237,110.1875,0.3532,-0.0164
205.2828,-999,92.821,-999,-999,3.3637,2.2119,2.5488,2.4231,110.125,0.3431,-0.011
205.4352,-999,90.6028,-999,-999,3.2812,2.4145,2.5489,2.4188,110,0.3207,-0.0084
205.5876,-999,96.6247,-999,-999,3.1393,2.5261,2.509,2.4324,109.9375,0.3176,-0.003
205.74,-999,103.1803,-999,-999,3.2511,2.5241,2.4863,2.4382,110,0.3395,0.0009
205.8924,-999,108.265,-999,-999,2.9961,2.6245,2.5573,2.4422,109.9375,0.3654,0.0083
206.0448,-999,105.1081,-999,-999,3.6577,2.6491,2.6272,2.4242,109.75,0.3578,0.0017
206.1972,-999,102.905,-999,-999,3.8698,2.6448,2.6804,2.4275,109.625,0.358,-0.0014
206.3496,-999,101.5399,-999,-999,3.7244,2.7411,2.745,2.4325,109.75,0.3707,-0.0048
206.502,-999,102.1033,-999,-999,3.3816,2.7882,2.7327,2.4428,110.5625,0.3996,-0.002
206.6544,-999,100.039,-999,-999,3.1838,2.842,2.6622,2.4365,111.0625,0.3891,-0.0056
206.8068,-999,97.1725,-999,-999,3.3684,3.037,2.6027,2.4314,111.3125,0.3816,-0.0048
206.9592,-999,100.8556,-999,-999,3.0211,3.0862,2.5073,2.4273,111.625,0.3536,-0.0054
207.1116,-999,100.9921,-999,-999,2.7068,3.2869,2.4898,2.4178,111.875,0.3719,-0.0029
207.264,-999,99.2175,-999,-999,2.4052,3.3811,2.523,2.4119,112.3125,0.3648,-0.003
207.4164,-999,99.8176,-999,-999,3.5219,3.4209,2.5752,2.4038,112.6875,0.3878,-0.0057
207.5688,-999,107.3421,-999,-999,3.526,3.3979,2.6818,2.4185,112.5,0.364,-0.0011
207.7212,-999,110.3452,-999,-999,3.738,3.251,2.7824,2.4258,112.5,0.3703,-0.0027
207.8736,-999,109.0535,-999,-999,3.6426,2.9917,2.7688,2.433,112.625,0.3449,-0.0049
208.026,-999,105.641,-999,-999,3.7601,2.7004,2.7317,2.4351,112.75,0.3198,-0.0083
208.1784,-999,104.1395,-999,-999,3.3758,2.5465,2.7311,2.4451,112.875,0.2899,-0.0041
208.3308,-999,98.2813,-999,-999,3.4076,2.462,2.7231,2.4504,112.9375,0.3222,-0.001
208.4832,-999,96.0794,-999,-999,3.8801,2.4056,2.6806,2.4605,113.125,0.3544,0.0042
208.6356,-999,99.3363,-999,-999,3.6474,2.532,2.7023,2.4652,113.4375,0.3763,0.0048
208.788,-999,103.9773,-999,-999,3.4371,2.6639,2.743,2.4626,113.75,0.3551,0.0075
208.9404,-999,106.0428,-999,-999,3.5371,2.7784,2.7702,2.4627,113.9375,0.3521,0.002
209.0928,-999,105.8079,-999,-999,3.7472,2.9106,2.8268,2.4497,114.125,0.3331,-0.0036
209.2452,-999,103.47,-999,-999,3.7318,2.9121,2.8599,2.4606,114.3125,0.3304,-0.0056
209.3976,-999,103.0417,-999,-999,3.6521,2.8444,2.8432,2.4515,114.5625,0.3197,-0.0088
209.55,-999,102.7497,-999,-999,3.4548,2.6873,2.7833,2.4497,114.75,0.3234,-0.0145
209.7024,-999,103.4318,-999,-999,3.4665,2.5924,2.7273,2.4431,115.0625,0.318,-0.0122
209.8548,-999,102.5023,-999,-999,3.3024,2.5465,2.7089,2.4402,115.25,0.3287,-0.0121
210.0072,-999,103.302,-999,-999,3.6474,2.6934,2.7168,2.4434,115.625,0.3204,-0.0116
210.1596,-999,103.8658,-999,-999,3.6474,2.8018,2.7438,2.4583,115.9375,0.3198,-0.0071
210.312,-999,99.1682,-999,-999,3.7393,3.0754,2.7807,2.4478,116.25,0.3102,-0.009
210.4644,-999,94.2401,-999,-999,3.7264,3.3098,2.7832,2.4458,116.6875,0.3366,-0.0094
210.6168,-999,95.0406,-999,-999,3.7576,3.5698,2.785,2.4346,117,0.3443,-0.0109
210.7692,-999,97.291,-999,-999,3.8359,3.5991,2.7446,2.4383,117.25,0.361,-0.0122
210.9216,-999,102.7727,-999,-999,3.4601,3.5625,2.7377,2.4303,117.5,0.3592,-0.015
211.074,-999,100.7262,-999,-999,3.6784,3.3522,2.7415,2.4445,117.625,0.3823,-0.011
211.2264,-999,102.6203,-999,-999,3.8185,3.1833,2.7216,2.4523,117.875,0.3883,-0.0081
211.3788,-999,98.1102,-999,-999,3.6114,2.8543,2.7419,2.4575,118.1875,0.3857,-0.007
211.5312,-999,102.7886,-999,-999,3.3925,2.6636,2.7672,2.4473,118.4375,0.3559,-0.0052
211.6836,-999,98.4362,-999,-999,3.4823,2.5852,2.7715,2.4572,118.625,0.3514,0.0005
211.836,-999,96.781,-999,-999,3.6668,2.572,2.8149,2.4557,118.6875,0.3566,-0.001
211.9884,-999,96.7611,-999,-999,3.7153,2.6596,2.8527,2.4539,118.9375,0.3584,-0.0039
212.1408,-999,103.7045,-999,-999,3.5216,2.7464,2.888,2.4444,119,0.3475,-0.0052
212.2932,-999,108.2434,-999,-999,3.6905,2.8008,2.9007,2.4404,119.0625,0.3399,-0.0066
212.4456,-999,107.8339,-999,-999,3.6254,2.8379,2.9071,2.4385,119.3125,0.3534,-0.0116
212.598,-999,104.4063,-999,-999,3.7727,2.7772,2.856,2.4422,119.4375,0.3586,-0.0066
212.7504,-999,105.2502,-999,-999,3.2853,2.6415,2.7796,2.4426,119.6875,0.3441,-0.0059
212.9028,-999,103.5934,-999,-999,3.1965,2.5062,2.7187,2.4289,119.9375,0.3214,-0.0107
213.0552,-999,102.6555,-999,-999,3.0926,2.3844,2.6784,2.4168,120.3125,0.3324,-0.0115
213.2076,-999,96.6695,-999,-999,3.5073,2.6087,2.9359,2.4045,120.5625,0.3493,-0.0094
213.36,-999,87.9381,-999,-999,3.523,3.3511,3.6074,2.4167,120.75,0.3665,-0.0085
213.5124,-999,80.567,-999,-999,7.7056,4.7805,4.8028,2.4411,121,0.3424,-0.0083
213.6648,-999,70.5573,-999,-999,10.0674,7.4321,7.0206,2.485,121.4375,0.3025,-0.0021
213.8172,-999,59.0973,-999,-999,10.8256,11.9046,10.6608,2.5205,121.875,0.2545,-0.0021
213.9696,-999,51.5898,-999,-999,16.0944,12.7653,11.085,2.5638,122.25,0.2164,-0.0065
214.122,-999,50.897,-999,-999,13.6222,11.5484,9.5447,2.5886,122.4375,0.1899,-0.0075
214.2744,-999,62.0842,-999,-999,8.3364,9.9717,8.0675,2.5881,122.625,0.1769,-0.0057
214.4268,-999,71.6251,-999,-999,6.8738,8.6358,6.8413,2.5613,122.6875,0.1812,-0.0085
214.5792,-999,75.4574,-999,-999,7.8398,8.0938,6.5003,2.5376,122.8125,0.1983,-0.0074
214.7316,-999,70.546,-999,-999,7.9546,8.1543,6.7278,2.5294,122.9375,0.2147,-0.0061
214.884,-999,64.816,-999,-999,10.6969,8.0278,6.8144,2.5311,123.1875,0.2075,-0.0036
215.0364,-999,64.5429,-999,-999,8.2005,6.622,5.9573,2.5515,123.1875,0.2046,-0.0032
215.1888,-999,73.0174,-999,-999,6.2911,5.402,5.0785,2.5577,123.25,0.2023,-0.0007
215.3412,-999,83.8657,-999,-999,4.6354,4.6137,4.3648,2.55,123.3125,0.2181,-0.0017
215.4936,-999,92.1757,-999,-999,5.0276,3.839,3.804,2.5165,123.25,0.2381,-0.0027
215.646,-999,93.1476,-999,-999,4.4866,3.6607,3.5737,2.4979,123.375,0.2731,-0.0021
215.7984,-999,96.0769,-999,-999,4.444,3.7712,3.5744,2.4823,123.5625,0.2878,-0.0003
215.9508,-999,100.1697,-999,-999,4.1742,3.6565,3.4476,2.4818,123.625,0.2946,0.0009
216.1032,-999,106.0424,-999,-999,4.3668,3.6367,3.4146,2.4829,123.5625,0.2897,0.0034
216.2556,-999,103.352,-999,-999,3.9998,3.4766,3.3239,2.4732,123.5625,0.2946,0.0039
216.408,-999,105.9643,-999,-999,4.3176,3.2315,3.2139,2.4729,123.4375,0.3012,-0.001
216.5604,-999,105.0083,-999,-999,3.9455,3.0979,3.1559,2.4644,123.375,0.2902,-0.0028
216.7128,-999,107.8369,-999,-999,4.1526,2.933,3.1169,2.4518,123.4375,0.2913,-0.0085
216.8652,-999,101.0118,-999,-999,4.1358,2.8495,3.0939,2.4422,123.25,0.3088,-0.0111
217.0176,-999,99.2183,-999,-999,4.0401,2.8484,3.1179,2.4399,123.375,0.3388,-0.013
217.17,-999,96.899,-999,-999,3.9889,3.0028,3.1459,2.4668,123.25,0.334,-0.008
217.3224,-999,99.902,-999,-999,4.1794,3.3246,3.1624,2.4647,123.5,0.3251,-0.0107
217.4748,-999,99.7655,-999,-999,4.1282,3.4834,3.1445,2.4766,123.625,0.3052,-0.0075
217.6272,-999,105.7683,-999,-999,4.1681,3.8014,3.0378,2.4753,123.875,0.3016,-0.0066
217.7796,-999,108.3619,-999,-999,3.7846,3.8896,2.9038,2.4787,123.625,0.2846,-0.0021
217.932,-999,109.0261,-999,-999,3.6816,3.9619,2.8105,2.4716,124.0625,0.3149,-0.0014
218.0844,-999,105.7138,-999,-999,2.9998,4.0919,2.8301,2.4542,124.25,0.3651,0.0002
218.2368,-999,98.7838,-999,-999,4.0469,4.152,2.9192,2.4405,124.3125,0.4039,-0.0029
218.3892,-999,100.2845,-999,-999,4.1883,4.1468,3.0321,2.4361,124.125,0.3853,-0.0063
218.5416,-999,100.1746,-999,-999,3.9627,4.0512,3.1257,2.4504,124.0625,0.3297,-0.0083
218.694,-999,106.4412,-999,-999,4.1328,3.6606,3.1038,2.471,124.0625,0.3089,-0.0084
218.8464,-999,102.2288,-999,-999,3.8211,3.4087,3.0987,2.4746,124.125,0.3118,-0.0063
218.9988,-999,100.876,-999,-999,3.6833,3.1248,3.076,2.4671,124.125,0.3179,-0.0065
219.1512,-999,101.9006,-999,-999,4.1857,2.9399,3.0381,2.4636,123.9375,0.3171,-0.0086
219.3036,-999,106.1322,-999,-999,3.7863,2.822,3.019,2.4654,123.875,0.3162,-0.0076
219.456,-999,106.9507,-999,-999,3.8854,2.7572,2.9472,2.4742,123.875,0.3359,-0.0086
219.6084,-999,102.7674,-999,-999,3.7543,2.7234,2.8454,2.4654,124,0.3417,-0.0135
219.7608,-999,105.634,-999,-999,3.4866,2.8174,2.7981,2.4649,123.875,0.3514,-0.0139
219.9132,-999,107.544,-999,-999,3.6293,2.8692,2.7557,2.4624,123.9375,0.3276,-0.009
220.0656,-999,109.9822,-999,-999,3.6079,2.9008,2.6982,2.448,123.9375,0.3338,-0.0136
220.218,-999,105.7507,-999,-999,3.5113,2.9466,2.6692,2.4474,124.25,0.3168,-0.0111
220.3704,-999,105.7701,-999,-999,3.4155,2.9178,2.6489,2.4452,124.375,0.3497,-0.012
220.5228,-999,106.7058,-999,-999,3.5278,2.8496,2.6563,2.4529,124.375,0.3533,-0.0072
220.6752,-999,105.6759,-999,-999,3.5644,2.7918,2.6687,2.4526,124.5625,0.3515,-0.0076
220.8276,-999,105.9489,-999,-999,3.6529,2.8194,2.7165,2.4549,124.625,0.3448,-0.0029
220.98,-999,104.0582,-999,-999,3.351,3.0717,2.9463,2.4536,124.625,0.3297,-0.0039
221.1324,-999,104.5676,-999,-999,3.8289,3.5378,3.1922,2.4627,124.875,0.338,-0.0003
221.2848,-999,97.7425,-999,-999,5.288,3.7267,3.3598,2.4621,125.1875,0.3407,-0.0036
221.4372,-999,100.57,-999,-999,4.7225,4.3506,3.6152,2.4831,125.5625,0.3271,-0.0022
221.5896,-999,101.382,-999,-999,4.1779,4.6537,3.671,2.4988,125.625,0.3055,-0.0001
221.742,-999,108.0316,-999,-999,4.2934,4.6654,3.4876,2.5137,125.625,0.2954,0.0021
221.8944,-999,103.567,-999,-999,4.224,4.7251,3.4221,2.4957,125.5,0.311,-0.0001
222.0468,-999,107.7415,-999,-999,4.3533,4.7719,3.35,2.487,125.5,0.3318,0.0004
222.1992,-999,109.1455,-999,-999,4.2436,4.584,3.2677,2.4876,125.5625,0.3246,-0.0011
222.3516,-999,112.7119,-999,-999,4.224,4.2709,3.2054,2.4888,125.8125,0.3144,-0.0032
222.504,-999,107.1539,-999,-999,4.2287,4.1081,3.3084,2.4915,126,0.2969,-0.0036
222.6564,-999,102.4951,-999,-999,4.4288,4.5317,3.6848,2.4858,126.25,0.2958,-0.0038
222.8088,-999,97.1551,-999,-999,5.5639,4.0319,4.0167,2.49,126.5,0.3184,-0.0005
222.9612,-999,94.3049,-999,-999,7.4996,4.2192,4.2749,2.4912,126.8125,0.3076,-0.0004
223.1136,-999,90.3641,-999,-999,5.6422,4.109,4.1692,2.5068,127.125,0.2806,0.0016
223.266,-999,90.8067,-999,-999,4.9154,3.2432,3.6897,2.5065,127.375,0.2393,0.0019
223.4184,-999,94.5941,-999,-999,3.9683,2.8832,3.3786,2.506,127.375,0.2396,-0.0002
223.5708,-999,98.5349,-999,-999,4.2394,2.8799,3.272,2.4797,127.4375,0.27,-0.0051
223.7232,-999,96.434,-999,-999,4.4265,3.0629,3.2964,2.4741,127.4375,0.2898,-0.0055
223.8756,-999,90.9923,-999,-999,4.7086,3.4652,3.4075,2.4605,127.25,0.2928,-0.01
224.028,-999,92.5302,-999,-999,4.5706,3.7582,3.4662,2.462,127.1875,0.2987,-0.01
224.1804,-999,96.0963,-999,-999,4.4902,3.9177,3.395,2.4712,127.1875,0.3048,-0.0061
224.3328,-999,99.628,-999,-999,4.6552,4.1364,3.3628,2.4718,127.375,0.2955,-0.0062
224.4852,-999,97.8135,-999,-999,4.3601,4.4324,3.5518,2.4666,127.4375,0.2882,-0.0086
224.6376,-999,93.465,-999,-999,5.2813,4.6345,3.6871,2.4575,127.625,0.2707,-0.0088
224.79,-999,87.4621,-999,-999,5.5274,4.7943,3.8912,2.4549,127.9375,0.2856,-0.0097
224.9424,-999,84.2075,-999,-999,6.1589,4.9865,4.0809,2.4597,128.25,0.2766,-0.0129
225.0948,-999,87.3639,-999,-999,4.7424,4.6371,3.9157,2.4617,128.625,0.2919,-0.0146
225.2472,-999,93.2131,-999,-999,4.7086,4.3235,3.714,2.4713,129,0.2781,-0.0108
225.3996,-999,91.3021,-999,-999,4.2436,4.1159,3.5762,2.4605,129.5625,0.277,-0.0094
225.552,-999,87.8727,-999,-999,3.7351,4.1328,3.5557,2.4555,130.125,0.2631,-0.0103
225.7044,-999,82.0376,-999,-999,4.9866,4.4844,3.7587,2.4467,130.5625,0.274,-0.0101
225.8568,-999,77.8186,-999,-999,5.1333,5.1047,4.1532,2.4508,130.6875,0.2728,-0.0091
226.0092,-999,77.9551,-999,-999,6.1747,5.7971,4.6717,2.4483,131,0.2842,-0.0074
226.1616,-999,80.3967,-999,-999,5.9156,6.6274,5.3089,2.4564,131.1875,0.2779,-0.0079
226.314,-999,78.6096,-999,-999,7.2339,7.1351,5.7979,2.4593,131.6875,0.272,-0.0063
226.4664,-999,75.7203,-999,-999,10.2372,6.6735,5.6963,2.4768,131.9375,0.2449,-0.0049
226.6188,-999,73.2787,-999,-999,7.6546,6.6355,5.7766,2.4904,132.3125,0.2336,-0.0013
226.7712,-999,78.5733,-999,-999,6.366,6.0607,5.5737,2.5115,132.4375,0.2208,-0.0003
226.9236,-999,80.867,-999,-999,7.8581,5.3672,5.0076,2.5132,132.5,0.2213,0.0012
227.076,-999,80.867,-999,-999,5.7717,4.9641,4.7904,2.4975,132.5,0.2254,0.0001
227.2284,-999,84.9743,-999,-999,5.5012,4.5422,4.6168,2.4795,132.6875,0.2318,-0.0009
227.3808,-999,82.9228,-999,-999,5.2988,4.126,4.3752,2.4721,132.8125,0.248,-0.0042
227.5332,-999,84.5458,-999,-999,5.4735,4.7594,4.404,2.4553,132.875,0.2596,-0.0078
227.6856,-999,80.1944,-999,-999,5.5465,5.0186,4.4296,2.4535,132.9375,0.2647,-0.0066
227.838,-999,86.5272,-999,-999,5.3079,4.9524,4.4183,2.4354,133.0625,0.2647,-0.0069
227.9904,-999,88.8789,-999,-999,5.2755,5.177,4.3539,2.4372,133.125,0.2684,-0.0052
228.1428,-999,86.6817,-999,-999,5.1309,5.849,4.2804,2.4328,133.3125,0.2668,-0.004
228.2952,-999,80.2662,-999,-999,5.0623,5.8596,4.2267,2.4409,133.1875,0.2722,-0.0042
228.4476,-999,73.9708,-999,-999,5.1466,5.8557,4.1402,2.4414,133,0.2737,-0.0073
228.6,-999,78.7458,-999,-999,5.0291,5.6419,4.0713,2.4373,133.125,0.2764,-0.0084
228.7524,-999,82.5679,-999,-999,4.9319,5.5282,3.9738,2.4407,133.375,0.2759,-0.0099
228.9048,-999,87.0724,-999,-999,5.0089,4.9975,3.8401,2.4412,133,0.2667,-0.0101
229.0572,-999,86.4108,-999,-999,4.3999,4.6811,3.7238,2.4487,132.875,0.2753,-0.0038
229.2096,-999,85.9858,-999,-999,4.4848,4.4517,3.625,2.4463,132.8125,0.264,-0.0032
229.362,-999,87.6077,-999,-999,4.5564,4.1488,3.554,2.4402,132.75,0.2888,-0.0044
229.5144,-999,89.1066,-999,-999,4.7971,4.1699,3.5548,2.4482,132.5,0.2964,-0.0012
229.6668,-999,86.665,-999,-999,4.6062,4.0934,3.4889,2.4379,132.1875,0.3045,-0.0047
229.8192,-999,85.567,-999,-999,4.9544,4.0016,3.3612,2.4339,132,0.3007,-0.0069
229.9716,-999,83.5321,-999,-999,3.9894,3.8205,3.192,2.4337,132,0.2934,-0.0058
230.124,-999,84.0781,-999,-999,3.9455,3.7522,3.0916,2.4336,131.75,0.2903,0
230.2764,-999,85.0824,-999,-999,3.5022,3.4439,2.933,2.4365,131.4375,0.295,-0.0014
230.4288,-999,85.6134,-999,-999,4.2076,3.3099,2.858,2.4367,131.25,0.2971,0.0018
230.5812,-999,90.1011,-999,-999,2.8671,3.0362,2.8583,2.4399,130.875,0.2938,0.003
230.7336,-999,88.7094,-999,-999,3.3836,2.8445,2.7885,2.4418,131.1875,0.2782,0.0051
230.886,-999,90.3311,-999,-999,3.4765,2.5115,2.7286,2.4268,130.6875,0.3057,-0.0025
231.0384,-999,87.6179,-999,-999,3.4572,2.4732,2.7556,2.4252,130.5625,0.3188,-0.0019
231.1908,-999,89.2397,-999,-999,3.9381,2.3266,2.6682,2.4194,130.4375,0.3197,-0.0018
231.3432,-999,87.4661,-999,-999,3.5172,2.3059,2.6032,2.4246,130.1875,0.2972,0.0012
231.4956,-999,89.8033,-999,-999,3.5223,2.4374,2.5529,2.4318,130.0625,0.3004,-0.0022
231.648,-999,87.7569,-999,-999,3.3252,2.8147,2.4817,2.4303,130.1875,0.3373,-0.0028
231.8004,-999,88.1816,-999,-999,3.6913,3.0019,2.4582,2.4318,130,0.3355,-0.0047
231.9528,-999,83.9249,-999,-999,3.228,3.403,2.4683,2.4179,130.125,0.3635,-0.0091
232.1052,-999,83.2427,-999,-999,3.1953,3.7133,2.51,2.4104,130.4375,0.3502,-0.0113
232.2576,-999,87.0648,-999,-999,3.4747,3.7078,2.4804,2.3934,130.5,0.3663,-0.0124
232.41,-999,91.2832,-999,-999,3.2188,3.6961,2.504,2.3848,130.625,0.3472,-0.0107
232.5624,-999,90.6154,-999,-999,2.8533,3.3634,2.4362,2.3766,130.8125,0.3656,-0.0102
232.7148,-999,86.6569,-999,-999,3.6297,2.933,2.3107,2.384,130.875,0.3878,-0.0088
232.8672,-999,85.0003,-999,-999,2.5491,2.6536,2.2318,2.3885,131,0.4107,-0.0043
233.0196,-999,93.7174,-999,-999,2.8722,2.3504,2.1868,2.3941,130.875,0.3735,-0.0028
233.172,-999,92.3377,-999,-999,3.0912,2.2609,2.1832,2.382,130.5,0.3476,-0.0079
233.3244,-999,100.7477,-999,-999,3.0462,2.3777,2.2458,2.3948,130.1875,0.3386,-0.0046
233.4768,-999,98.0191,-999,-999,3.2311,2.5158,2.3314,2.4166,130.125,0.3614,-0.0027
233.6292,-999,106.6334,-999,-999,3.1835,2.6433,2.3938,2.4377,130.1875,0.346,-0.0069
233.7816,-999,98.914,-999,-999,3.2126,2.7108,2.42,2.446,130.1875,0.335,-0.0044
233.934,-999,99.6321,-999,-999,3.3173,2.6504,2.3966,2.4397,130.3125,0.331,-0.0018
234.0864,-999,96.939,-999,-999,3.1537,2.556,2.3439,2.4197,130.5625,0.3546,-0.0056
234.2388,-999,99.9437,-999,-999,3.2299,2.2735,2.2574,2.4179,130.4375,0.3653,-0.0072
234.3912,-999,101.0177,-999,-999,3.0108,2.2772,2.3419,2.4137,130.5,0.3719,-0.0068
234.5436,-999,100.3997,-999,-999,3.1959,2.5232,2.7373,2.4203,131.0625,0.3664,-0.0082
234.696,-999,94.2877,-999,-999,5.1122,3.3393,3.4997,2.4195,131.4375,0.3524,-0.0107
234.8484,-999,82.6685,-999,-999,8.7674,5.43,5.3225,2.4506,131.625,0.3346,-0.0125
235.0008,-999,71.1009,-999,-999,11.0969,10.2239,9.2148,2.4924,131.9375,0.2958,-0.0093
235.1532,-999,62.9321,-999,-999,22.4605,15.9247,14.0261,2.5516,132.0625,0.2319,-0.0082
