DEPTH,BS,GR,DTCO,DTSM,MSFL,LLD,LLS,RHOB,SP,NPHI,DRHO
391.8204,-999,109.4186,-999,-999,4.9068,3.5971,3.5393,2.4899,131.5625,0.3072,-0.0102
391.9728,-999,109.9453,-999,-999,5.4198,3.6062,3.5639,2.495,131.5,0.2959,-0.0092
392.1252,-999,112.1628,-999,-999,5.1262,3.657,3.5802,2.5067,131.5,0.2909,-0.0079
392.2776,-999,109.0341,-999,-999,4.9977,3.5395,3.4644,2.513,131.6875,0.2862,-0.007
392.43,-999,111.7223,-999,-999,3.6865,3.3706,3.29,2.5073,131.9375,0.2774,0.0054
392.5824,-999,111.7223,-999,-999,3.159,3.1797,3.1084,2.4919,132.25,0.2681,0.0078
392.7348,-999,115.4169,-999,-999,3.611,3.0708,3.0375,2.4793,132.375,0.2631,0.0119
392.8872,-999,109.2034,-999,-999,4.0714,3.0547,3.0428,2.4868,132.25,0.2904,0.0142
393.0396,-999,104.4976,-999,-999,4.063,3.028,3.0261,2.499,132.125,0.321,0.0247
393.192,-999,107.584,-999,-999,3.7413,3.0053,3.0034,2.492,132.0625,0.3509,0.0088
393.3444,-999,112.725,-999,-999,3.9706,3.0179,2.9856,2.4914,131.875,0.346,0.0069
393.4968,-999,114.4325,-999,-999,3.6106,2.9767,2.94,2.4848,131.9375,0.3409,0.0013
393.6492,-999,108.1538,-999,-999,3.9253,3.0043,2.9655,2.4787,132,0.3235,-0.0031
393.8016,-999,111.9966,-999,-999,3.8124,3.0658,3.0294,2.471,131.8125,0.32,-0.0092
393.954,-999,112.5045,-999,-999,4.0285,3.1088,3.0889,2.4726,131.8125,0.3209,-0.0097
394.1064,-999,111.5816,-999,-999,4.1031,3.125,3.0938,2.4803,131.6875,0.3433,-0.0113
394.2588,-999,105.429,-999,-999,3.9965,3.1616,3.1011,2.4887,131.5625,0.355,-0.0082
394.4112,-999,107.3094,-999,-999,4.1262,3.1435,3.0515,2.4848,131.5,0.3587,-0.0073
394.5636,-999,108.7971,-999,-999,3.832,3.1365,3.0078,2.4871,131.5,0.3613,-0.0046
394.716,-999,113.65,-999,-999,3.9404,3.2789,3.1155,2.4818,131.5,0.3659,-0.006
394.8684,-999,114.0909,-999,-999,3.9989,3.7768,3.5687,2.4879,131.6875,0.3484,-0.0052
395.0208,-999,108.3586,-999,-999,5.8427,4.7198,4.4014,2.4923,131.9375,0.3258,-0.0046
395.1732,-999,100.2339,-999,-999,10.1538,5.9672,5.5514,2.5275,132.125,0.2725,-0.0007
395.3256,-999,88.3443,-999,-999,8.9062,7.3903,6.8428,2.5629,132.4375,0.2362,0.0043
395.478,-999,92.8828,-999,-999,8.1469,7.5758,7.0976,2.5744,132.6875,0.2024,0.0084
395.6304,-999,94.5178,-999,-999,6.832,6.7266,6.3205,2.565,132.875,0.1997,0.0095
395.7828,-999,104.3498,-999,-999,6.7948,6.1083,5.7185,2.5446,133,0.2016,0.0076
395.9352,-999,104.7907,-999,-999,6.2329,5.7319,5.3032,2.533,133.25,0.2052,0.0084
396.0876,-999,102.4392,-999,-999,5.7935,5.4813,5.0305,2.5157,133.5,0.2008,0.0039
396.24,-999,101.7043,-999,-999,5.5337,5.1376,4.7117,2.5093,133.75,0.216,0.0001
396.3924,-999,102.2922,-999,-999,4.6373,4.2703,3.9704,2.5065,134,0.214,-0.0029
396.5448,-999,102.8131,-999,-999,3.2905,3.8829,3.6123,2.4755,134.375,0.2336,0.004
396.6972,-999,102.0783,-999,-999,1.6368,3.7614,3.5302,2.4172,134.9375,0.2675,0.0021
396.8496,-999,99.1198,-999,-999,4.7484,3.7523,3.5539,2.3717,135.3125,0.3045,-0.0058
397.002,-999,101.8498,-999,-999,5.5935,4.0886,3.8651,2.3969,135,0.2986,-0.0036
397.1544,-999,104.6638,-999,-999,5.7159,4.6832,4.4411,2.4584,134.5,0.2717,0.0047
397.3068,-999,103.3601,-999,-999,6.0009,4.6661,4.4552,2.4917,134,0.2554,-0.0046
397.4592,-999,103.0486,-999,-999,6.1364,4.5219,4.3241,2.4948,133.8125,0.2551,-0.0067
397.6116,-999,101.9983,-999,-999,5.6337,4.3616,4.1363,2.5025,133.4375,0.2407,-0.002
397.764,-999,107.8772,-999,-999,4.8273,4.2026,4.0074,2.5102,133.1875,0.2409,-0.0005
397.9164,-999,109.8075,-999,-999,5.4094,4.1478,3.9358,2.5173,133,0.245,-0.0006
398.0688,-999,108.9461,-999,-999,5.7618,4.165,3.9343,2.5138,132.8125,0.2637,-0.0008
398.2212,-999,107.2962,-999,-999,5.8682,4.1939,3.954,2.512,132.75,0.2633,-0.0038
398.3736,-999,107.4235,-999,-999,5.7667,4.0858,3.8642,2.5127,132.5625,0.2814,-0.0001
398.526,-999,109.4391,-999,-999,5.4815,3.9731,3.7885,2.5026,132.5,0.2803,0.0004
398.6784,-999,110.2283,-999,-999,4.969,3.8715,3.7203,2.4949,132.5625,0.2851,-0.0023
398.8308,-999,109.5553,-999,-999,5.1231,3.8635,3.7288,2.5021,132.4375,0.2761,-0.0018
398.9832,-999,109.5985,-999,-999,4.7397,3.9494,3.8291,2.5158,132.3125,0.2748,0.0039
399.1356,-999,108.4015,-999,-999,5.4042,4.1256,4.0015,2.5084,132.25,0.2811,-0.0008
399.288,-999,105.9882,-999,-999,5.4762,4.338,4.1664,2.5044,132.1875,0.2832,-0.0023
399.4404,-999,100.5667,-999,-999,5.8836,4.3917,4.202,2.5052,132.1875,0.2709,-0.0037
399.5928,-999,98.9696,-999,-999,4.9537,4.2031,4.0356,2.5201,132.1875,0.2478,0.0011
399.7452,-999,98.8226,-999,-999,4.5107,4.0002,3.8627,2.506,132.3125,0.2368,-0.0054
399.8976,-999,94.6854,-999,-999,4.5161,3.7236,3.6195,2.5089,132.3125,0.2435,-0.004
400.05,-999,96.262,-999,-999,4.4016,3.4775,3.4114,2.5005,132.125,0.2587,-0.004
400.2024,-999,98.4318,-999,-999,4.0372,3.4382,3.3803,2.5149,132.125,0.276,0.0025
400.3548,-999,105.0294,-999,-999,4.4028,3.4295,3.3997,2.508,132.0625,0.2867,-0.0002
400.5072,-999,100.6408,-999,-999,4.5806,3.4259,3.4005,2.5147,131.875,0.2961,0.0046
400.6596,-999,96.2664,-999,-999,4.4511,3.5245,3.4834,2.5052,131.875,0.2971,0.0042
400.812,-999,97.1482,-999,-999,4.6062,3.469,3.4341,2.5027,132,0.2834,0.0033
400.9644,-999,104.519,-999,-999,4.5125,3.3659,3.3188,2.4955,131.9375,0.2845,0.0031
401.1168,-999,106.8516,-999,-999,4.7484,3.3542,3.2898,2.4816,131.875,0.2783,0.0007
401.2692,-999,106.1368,-999,-999,4.181,3.3806,3.2953,2.4601,131.8125,0.3111,-0.0074
401.4216,-999,102.7342,-999,-999,4.6896,3.3856,3.2849,2.4593,131.8125,0.3193,-0.0093
401.574,-999,101.5957,-999,-999,4.7178,3.4217,3.3125,2.4595,131.625,0.3328,-0.0119
401.7264,-999,102.0166,-999,-999,4.2868,3.4218,3.3117,2.484,131.375,0.3404,-0.0128
401.8788,-999,99.5369,-999,-999,4.5899,3.4173,3.3117,2.4903,131.3125,0.3268,-0.0121
402.0312,-999,105.6796,-999,-999,4.6701,3.5095,3.3813,2.4966,131.25,0.3094,-0.0088
402.1836,-999,108.619,-999,-999,4.9844,3.6321,3.4957,2.4884,131.1875,0.2775,-0.0093
402.336,-999,106.6896,-999,-999,4.6753,3.7761,3.6359,2.4943,131.3125,0.2638,-0.0082
402.4884,-999,103.7821,-999,-999,4.7618,3.9299,3.7652,2.5199,131.4375,0.2636,-0.0053
402.6408,-999,98.0501,-999,-999,5.1146,3.9979,3.8307,2.5258,131.4375,0.2768,-0.006
402.7932,-999,101.5972,-999,-999,5.0411,4.1437,3.9454,2.5203,131.25,0.2756,-0.0083
402.9456,-999,101.8709,-999,-999,5.1998,4.2921,4.0393,2.505,131.25,0.2727,-0.0072
403.098,-999,103.1938,-999,-999,5.4085,4.3189,4.061,2.5078,131.125,0.258,-0.0038
403.2504,-999,104.0762,-999,-999,5.3544,4.3655,4.0759,2.5141,131.1875,0.2555,-0.0027
403.4028,-999,108.2141,-999,-999,5.2329,4.3955,4.0903,2.53,131.25,0.2624,-0.0021
403.5552,-999,107.1665,-999,-999,5.2435,4.376,4.0689,2.5269,131.25,0.2586,-0.0004
403.7076,-999,107.5871,-999,-999,5.1553,4.3377,4.0284,2.5113,131.1875,0.269,-0.004
403.86,-999,101.4108,-999,-999,5.386,4.2508,3.953,2.5034,131.1875,0.2519,-0.0052
404.0124,-999,101.5955,-999,-999,5.0268,4.0834,3.8389,2.5119,131.125,0.2556,-0.0029
404.1648,-999,100.5468,-999,-999,4.8587,3.8874,3.6685,2.516,131.125,0.2545,-0.0004
404.3172,-999,106.8763,-999,-999,4.6623,3.7431,3.5571,2.5059,131,0.2688,-0.0031
404.4696,-999,107.5923,-999,-999,4.5607,3.6606,3.4849,2.4963,130.9375,0.2809,-0.0041
404.622,-999,108.7879,-999,-999,4.7686,3.5858,3.4111,2.4861,131,0.2768,-0.0061
404.7744,-999,106.1348,-999,-999,4.654,3.5476,3.3569,2.476,131.0625,0.2726,-0.0096
404.9268,-999,105.5046,-999,-999,4.5868,3.4446,3.252,2.4712,131.0625,0.2838,-0.0112
405.0792,-999,104.7899,-999,-999,4.4265,3.3178,3.1346,2.4815,131,0.2902,-0.0106
405.2316,-999,106.5323,-999,-999,4.4914,3.2308,3.0453,2.4937,131.125,0.3158,-0.011
405.384,-999,112.8289,-999,-999,4.2651,3.1387,2.9605,2.495,131.375,0.3004,-0.0113
405.5364,-999,109.2633,-999,-999,4.1511,3.0785,2.9148,2.4985,131.375,0.3073,-0.0088
405.6888,-999,108.9694,-999,-999,3.853,3.0226,2.8767,2.4886,131.4375,0.2848,-0.0044
405.8412,-999,105.0666,-999,-999,3.5128,2.9728,2.8359,2.4861,131.5625,0.2939,-0.0001
405.9936,-999,110.2287,-999,-999,4.1272,2.9068,2.7898,2.4824,131.625,0.2822,0.0009
406.146,-999,109.0744,-999,-999,3.9772,2.8458,2.7469,2.4922,131.5,0.3104,0.005
406.2984,-999,113.3365,-999,-999,3.9487,2.8184,2.7214,2.5067,131.5,0.3164,0.0094
406.4508,-999,110.838,-999,-999,4.0242,2.7689,2.6641,2.5002,131.5,0.3474,0.0022
406.6032,-999,107.8574,-999,-999,3.8774,2.72,2.6044,2.4905,131.5625,0.3295,-0.0001
406.7556,-999,102.2725,-999,-999,3.7677,2.6993,2.5642,2.4812,131.625,0.3308,0.0003
406.908,-999,107.3939,-999,-999,3.5256,2.6708,2.5339,2.4654,131.6875,0.314,-0.0044
407.0604,-999,108.3157,-999,-999,3.6188,2.6801,2.5328,2.4601,131.8125,0.3044,-0.0061
407.2128,-999,114.2238,-999,-999,3.6207,2.6683,2.5245,2.4572,132.125,0.2976,-0.0029
407.3652,-999,110.4251,-999,-999,3.6549,2.5849,2.4554,2.4498,132.375,0.2816,-0.0023
407.5176,-999,109.817,-999,-999,2.564,2.4666,2.3582,2.4336,132.6875,0.3102,-0.0016
407.67,-999,101.5574,-999,-999,1.9965,2.3775,2.2936,2.4145,133.125,0.3154,0.005
407.8224,-999,105.8805,-999,-999,2.38,2.331,2.2533,2.3977,133.8125,0.3394,-0.0003
407.9748,-999,108.9236,-999,-999,3.6829,2.3815,2.2923,2.4028,133.9375,0.3242,0.0005
408.1272,-999,110.4124,-999,-999,3.4658,2.4778,2.3719,2.4311,133.6875,0.3288,0.002
408.2796,-999,106.8449,-999,-999,3.555,2.5373,2.4038,2.4507,133.375,0.3232,-0.0002
408.432,-999,104.3445,-999,-999,3.5483,2.5541,2.409,2.4547,133.25,0.3268,-0.0058
408.5844,-999,109.7412,-999,-999,3.3354,2.5362,2.3871,2.4619,133.3125,0.312,-0.0027
408.7368,-999,107.9765,-999,-999,3.2796,2.5402,2.3766,2.4724,133.3125,0.3125,-0.0012
408.8892,-999,111.2552,-999,-999,3.0653,2.5678,2.3882,2.4629,133.5,0.3199,-0.0054
409.0416,-999,105.7114,-999,-999,2.9868,2.5247,2.3545,2.4605,133.75,0.3231,-0.0066
409.194,-999,107.6022,-999,-999,2.6489,2.4029,2.2518,2.4415,134.125,0.3351,-0.0073
409.3464,-999,101.0068,-999,-999,2.2588,2.2677,2.146,2.4325,134.75,0.3339,-0.0086
409.4988,-999,105.4401,-999,-999,1.8974,2.2395,2.1273,2.4016,135.8125,0.3499,-0.0083
409.6512,-999,100.7188,-999,-999,1.977,2.3205,2.2022,2.3634,137,0.3549,-0.0073
409.8036,-999,100.5717,-999,-999,2.1147,2.6477,2.4743,2.3439,137.3125,0.3524,-0.0049
409.956,-999,99.3737,-999,-999,2.5128,3.0984,2.8517,2.3509,137.3125,0.3486,-0.0054
410.1084,-999,100.8426,-999,-999,3.5304,3.6222,3.2995,2.3941,136.625,0.3315,-0.0033
410.2608,-999,105.4013,-999,-999,3.9585,4.0548,3.6499,2.449,135.5625,0.315,0
410.4132,-999,105.9444,-999,-999,4.9815,4.178,3.7735,2.4792,134.875,0.2886,0.0018
410.5656,-999,105.5037,-999,-999,4.8211,4.1258,3.7182,2.4936,134.125,0.2799,0.0043
410.718,-999,105.0626,-999,-999,4.6399,3.9796,3.597,2.4992,133.5,0.2609,0.0094
410.8704,-999,101.5313,-999,-999,4.1992,3.8374,3.4852,2.5008,133.0625,0.2597,0.0131
411.0228,-999,106.4002,-999,-999,4.4718,3.7267,3.4004,2.5061,132.8125,0.261,0.0126
411.1752,-999,107.8493,-999,-999,4.4074,3.7011,3.3844,2.5,132.625,0.2774,0.0132
411.3276,-999,110.3963,-999,-999,4.322,3.7939,3.4846,2.5012,132.5,0.2899,0.0128
411.48,-999,103.7826,-999,-999,3.9757,3.9468,3.625,2.4869,132.5,0.2835,0.0072
411.6324,-999,103.3841,-999,-999,5.0313,4.0134,3.7137,2.4981,132.625,0.272,0.0078
411.7848,-999,103.0695,-999,-999,4.6341,4.0299,3.7199,2.499,132.5,0.2627,0.0104
411.9372,-999,109.5363,-999,-999,4.7645,3.913,3.6464,2.5078,132.3125,0.267,0.0093
412.0896,-999,104.4968,-999,-999,3.9823,3.7201,3.4785,2.4987,132.3125,0.2706,0.0054
412.242,-999,104.3498,-999,-999,4.1862,3.5066,3.3031,2.5015,132.25,0.2726,0.0063
412.3944,-999,100.1067,-999,-999,4.1131,3.3087,3.1325,2.4926,132.1875,0.2711,0.005
412.5468,-999,102.3113,-999,-999,3.5416,3.2446,3.0879,2.4968,132.125,0.2744,0.0062
412.6992,-999,101.1355,-999,-999,4.0488,3.1399,3.0036,2.4948,132.125,0.2673,0.0085
412.8516,-999,104.4968,-999,-999,3.7285,3.0874,2.9746,2.5001,132.1875,0.2683,0.0091
413.004,-999,106.4271,-999,-999,4.1971,3.1661,3.0527,2.497,132.25,0.2634,0.0102
413.1564,-999,108.1908,-999,-999,4.2495,3.1191,3.0224,2.4939,132.25,0.27,0.0057
413.3088,-999,107.0353,-999,-999,4.0571,3.1557,3.0518,2.4922,132.25,0.257,0.003
413.4612,-999,105.7129,-999,-999,4.2008,3.2405,3.1257,2.4883,132.125,0.2555,0.0023
413.6136,-999,103.9492,-999,-999,4.4341,3.2903,3.1593,2.4856,132,0.2766,0.0024
413.766,-999,102.3122,-999,-999,4.7706,3.3162,3.1701,2.4859,131.8125,0.2891,0.0019
413.9184,-999,101.4879,-999,-999,4.5076,3.3301,3.182,2.4982,131.75,0.2943,0.0085
414.0708,-999,101.1939,-999,-999,4.1578,3.2815,3.1382,2.5062,131.6875,0.2824,0.0081
414.2232,-999,102.9372,-999,-999,4.3623,3.1998,3.077,2.5004,131.625,0.2902,0.0057
414.3756,-999,100.9857,-999,-999,4.2039,3.249,3.1313,2.4933,131.8125,0.3098,0.0052
414.528,-999,102.4758,-999,-999,4.2325,3.3403,3.2232,2.4858,132,0.3072,0.0034
414.6804,-999,98.5098,-999,-999,4.1111,3.4626,3.3238,2.4876,132.0625,0.2851,0.0019
414.8328,-999,100.6778,-999,-999,4.3499,3.6088,3.4335,2.4997,132.125,0.2647,0.0054
414.9852,-999,100.8044,-999,-999,4.7841,3.6724,3.4889,2.5143,132.375,0.2598,0.0061
415.1376,-999,103.7421,-999,-999,4.6018,3.8018,3.5754,2.521,132.25,0.2947,0.0075
415.29,-999,99.6441,-999,-999,5.073,3.9508,3.6959,2.51,132.125,0.2871,0.0026
415.4424,-999,101.2608,-999,-999,5.4655,4.0588,3.7633,2.4987,132.125,0.2783,-0.0001
415.5948,-999,98.9291,-999,-999,5.3834,4.074,3.7698,2.4901,131.9375,0.2559,-0.0055
415.7472,-999,104.4495,-999,-999,5.1177,4.0428,3.7411,2.4971,131.9375,0.2544,-0.0057
415.8996,-999,97.8358,-999,-999,4.4819,3.9293,3.6476,2.5054,131.9375,0.2572,-0.006
416.052,-999,94.0146,-999,-999,4.5607,3.81,3.5599,2.5024,132,0.2554,-0.0061
416.2044,-999,92.0667,-999,-999,4.7985,3.7305,3.4908,2.5068,132,0.2625,-0.0044
416.3568,-999,94.2712,-999,-999,4.5787,3.6571,3.4382,2.4965,132.0625,0.2568,-0.0034
416.5092,-999,106.029,-999,-999,4.6195,3.5389,3.3538,2.4973,132,0.2633,-0.0029
416.6616,-999,107.4563,-999,-999,4.6113,3.4491,3.2632,2.4918,131.75,0.2698,-0.0025
416.814,-999,117.0338,-999,-999,4.5956,3.4287,3.2307,2.4994,131.625,0.2809,-0.0031
416.9664,-999,114.6823,-999,-999,4.5974,3.3976,3.1981,2.5135,131.5,0.2734,-0.0034
417.1188,-999,114.0743,-999,-999,4.4423,3.3565,3.1421,2.5222,131.4375,0.2874,-0.0004
417.2712,-999,106.2803,-999,-999,4.5775,3.2755,3.0666,2.5195,131.4375,0.2822,0.0014
417.4236,-999,102.9,-999,-999,4.145,3.1892,3.001,2.5004,131.375,0.298,-0.0035
417.576,-999,103.6348,-999,-999,3.864,3.1609,2.9785,2.4975,131.1875,0.2854,-0.001
417.7284,-999,105.0847,-999,-999,4.4063,3.0773,2.9182,2.4955,131.1875,0.2879,0.0001
417.8808,-999,101.4104,-999,-999,4.0237,3.0656,2.9096,2.4963,131.0625,0.2773,-0.0003
418.0332,-999,105.0611,-999,-999,3.5987,3.0201,2.8791,2.4895,130.9375,0.2981,-0.0013
418.1856,-999,106.8248,-999,-999,4.454,2.928,2.8013,2.4999,130.6875,0.3117,0.0002
418.338,-999,112.1158,-999,-999,4.0079,2.8701,2.7482,2.505,130.6875,0.3415,0.0005
418.4904,-999,108.3181,-999,-999,4.028,2.8297,2.709,2.5165,130.5,0.3228,0.0033
418.6428,-999,105.3648,-999,-999,3.8517,2.8214,2.6891,2.5091,130.5,0.3229,-0.0005
418.7952,-999,104.209,-999,-999,3.928,2.8165,2.6828,2.5013,130.5,0.3098,-0.0015
418.9476,-999,104.5753,-999,-999,3.8381,2.7528,2.6257,2.4987,130.5625,0.3085,0.0011
419.1,-999,107.0877,-999,-999,3.6724,2.7076,2.5903,2.4894,130.6875,0.3273,0.0008
419.2524,-999,108.7113,-999,-999,3.2792,2.6611,2.5527,2.4803,130.8125,0.3433,-0.0023
419.4048,-999,107.1498,-999,-999,3.5513,2.6025,2.5072,2.4836,131.0625,0.3764,0
419.5572,-999,102.0058,-999,-999,3.4488,2.5626,2.4634,2.4797,131.1875,0.3622,-0.001
419.7096,-999,101.391,-999,-999,2.8274,2.5204,2.4254,2.4679,131.25,0.3384,-0.0007
419.862,-999,98.7649,-999,-999,1.9772,2.4454,2.3661,2.4396,131.6875,0.3273,0.0043
420.0144,-999,97.0187,-999,-999,2.2246,2.4309,2.3415,2.4203,132.1875,0.3461,0.0065
420.1668,-999,94.8335,-999,-999,2.6758,2.4556,2.3484,2.4283,132.1875,0.3671,0.0067
420.3192,-999,98.9795,-999,-999,3.496,2.5549,2.4206,2.4516,131.8125,0.351,0.0066
420.4716,-999,106.4576,-999,-999,3.5142,2.7212,2.5543,2.4821,131.3125,0.3313,0.0093
420.624,-999,106.5852,-999,-999,3.6933,2.7961,2.6182,2.4771,131.125,0.3269,0.0023
420.7764,-999,106.3007,-999,-999,3.668,2.8197,2.6425,2.4855,130.9375,0.3322,0.0048
420.9288,-999,105.5011,-999,-999,3.4736,2.8125,2.6389,2.4917,130.8125,0.3165,0.0069
421.0812,-999,107.2852,-999,-999,3.5758,2.7074,2.5559,2.5004,130.8125,0.3094,0.011
421.2336,-999,106.7843,-999,-999,3.6188,2.6054,2.4608,2.4947,130.75,0.3151,0.0082
421.386,-999,105.1471,-999,-999,3.1623,2.5909,2.4458,2.4753,130.75,0.3274,0.0049
421.5384,-999,105.0001,-999,-999,3.1227,2.624,2.4709,2.4634,130.8125,0.3168,-0.0003
421.6908,-999,110.7287,-999,-999,3.7426,2.6642,2.5028,2.4643,130.875,0.2956,0.0016
421.8432,-999,110.5199,-999,-999,3.6474,2.6939,2.5163,2.4812,131.0625,0.2852,0.0035
421.9956,-999,114.1963,-999,-999,3.6664,2.7325,2.5409,2.4806,131.0625,0.2841,0.0051
422.148,-999,108.6496,-999,-999,3.6913,2.7332,2.5384,2.4811,131.125,0.3097,0.0069
422.3004,-999,111.0011,-999,-999,3.7889,2.7219,2.5338,2.473,131.25,0.2982,0.0044
422.4528,-999,112.5953,-999,-999,3.9922,2.748,2.5537,2.4727,131.375,0.3144,0
422.6052,-999,111.679,-999,-999,3.8578,2.8144,2.6141,2.4807,131.625,0.3062,0.0021
422.7576,-999,110.083,-999,-999,3.8254,2.8016,2.6024,2.4812,131.75,0.3231,0.001
422.91,-999,102.4215,-999,-999,3.5069,2.6137,2.4501,2.4769,132.125,0.3091,-0.0006
423.0624,-999,104.0576,-999,-999,2.6358,2.5238,2.3804,2.4593,132.6875,0.3036,-0.0008
423.2148,-999,104.0364,-999,-999,2.2768,2.4771,2.3517,2.4477,133.375,0.3248,-0.0015
423.3672,-999,104.968,-999,-999,2.8499,2.4076,2.2914,2.4233,133.75,0.3221,-0.0062
423.5196,-999,106.753,-999,-999,2.7234,2.4058,2.2757,2.4155,133.625,0.3361,-0.0044
423.672,-999,105.7248,-999,-999,2.0125,2.3478,2.2177,2.4108,134.0625,0.3237,-0.0003
423.8244,-999,107.3106,-999,-999,1.8144,2.241,2.1266,2.3835,134.6875,0.3277,0.0043
423.9768,-999,104.6438,-999,-999,1.543,2.1993,2.0832,2.3592,135.25,0.3316,0.0313
424.1292,-999,104.1915,-999,-999,1.5371,2.2967,2.1565,2.3223,135.375,0.3456,0.0269
424.2816,-999,106.1021,-999,-999,3.0617,2.4951,2.3191,2.3334,134.8125,0.3718,0.0227
424.434,-999,108.1808,-999,-999,3.6748,2.701,2.5,2.402,133.8125,0.3409,0.0266
424.5864,-999,104.9587,-999,-999,3.832,2.9156,2.692,2.4548,132.875,0.3324,0.0231
424.7388,-999,102.5724,-999,-999,3.7108,2.9337,2.7351,2.4655,132.1875,0.2996,-0.0011
424.8912,-999,102.9923,-999,-999,3.8548,2.8934,2.7057,2.4635,131.75,0.3015,-0.004
425.0436,-999,107.5484,-999,-999,3.5205,2.8671,2.6848,2.4658,131.3125,0.2893,-0.0032
425.196,-999,109.074,-999,-999,3.5765,2.827,2.659,2.4644,131.0625,0.2859,-0.0038
425.3484,-999,108.633,-999,-999,3.4509,2.8015,2.6399,2.4765,130.875,0.286,-0.0027
425.5008,-999,108.5459,-999,-999,3.7791,2.8237,2.6576,2.48,130.5,0.2847,-0.0045
425.6532,-999,110.6047,-999,-999,3.7614,2.8027,2.6383,2.4883,130.3125,0.3098,-0.006
425.8056,-999,115.5946,-999,-999,3.6044,2.7867,2.6176,2.4827,130.1875,0.3256,-0.0043
425.958,-999,120.5552,-999,-999,3.5475,2.7895,2.6132,2.4777,130,0.3239,-0.0037
426.1104,-999,119.5443,-999,-999,3.6403,2.7552,2.5889,2.4747,129.625,0.3006,-0.0034
426.2628,-999,117.6636,-999,-999,3.586,2.7328,2.5702,2.493,129.5625,0.3117,0.006
426.4152,-999,114.7008,-999,-999,3.317,2.6987,2.5504,2.5024,129.4375,0.3041,0.009
426.5676,-999,109.7011,-999,-999,3.3361,2.6345,2.5042,2.4909,129.375,0.3287,0.0053
426.72,-999,105.8873,-999,-999,3.519,2.5692,2.464,2.4868,129.25,0.3079,0.0034
426.8724,-999,105.4678,-999,-999,3.7593,2.5758,2.4797,2.4841,129.25,0.3366,0.001
427.0248,-999,110.5743,-999,-999,3.7149,2.5921,2.5148,2.4839,129.125,0.3463,-0.0021
427.1772,-999,113.03,-999,-999,3.8922,2.6202,2.5579,2.4837,129,0.3885,0.0003
427.3296,-999,108.4524,-999,-999,3.6466,2.6494,2.5839,2.4792,129.0625,0.375,0.0013
427.482,-999,106.4154,-999,-999,3.7157,2.6456,2.5872,2.4813,128.9375,0.3565,0.0027
427.6344,-999,104.8113,-999,-999,3.5784,2.606,2.5523,2.4735,128.8125,0.3241,-0.0001
427.7868,-999,112.43,-999,-999,3.4945,2.5615,2.5078,2.4749,128.75,0.3175,-0.0023
427.9392,-999,114.3201,-999,-999,3.238,2.5447,2.4841,2.465,128.6875,0.3186,-0.0056
428.0916,-999,115.7898,-999,-999,3.6099,2.5168,2.4587,2.4704,128.625,0.3117,-0.01
428.244,-999,112.6016,-999,-999,3.0836,2.4914,2.4407,2.472,128.625,0.3349,-0.0042
428.3964,-999,111.4678,-999,-999,2.9322,2.461,2.4296,2.4885,128.625,0.3458,0.0031
428.5488,-999,111.7396,-999,-999,2.796,2.4866,2.4651,2.4853,128.5625,0.3567,0.0037
428.7012,-999,113.0631,-999,-999,2.9512,2.5186,2.5106,2.486,128.6875,0.374,-0.0009
428.8536,-999,117.4303,-999,-999,3.1055,2.5476,2.5586,2.4927,128.625,0.3837,0.0032
429.006,-999,122.1555,-999,-999,3.2498,2.6051,2.6294,2.4877,128.5625,0.418,-0.0045
429.1584,-999,119.9855,-999,-999,3.5382,2.6189,2.6538,2.4822,128.5,0.401,-0.0047
429.3108,-999,113.2249,-999,-999,3.5378,2.6138,2.6359,2.4879,128.4375,0.3836,-0.0063
429.4632,-999,110.8615,-999,-999,3.5667,2.6411,2.6384,2.4889,128.5,0.3591,-0.0031
429.6156,-999,111.6866,-999,-999,3.7072,2.6477,2.6263,2.5076,128.5625,0.3621,0.0021
429.768,-999,115.6548,-999,-999,3.5822,2.6416,2.6006,2.5013,128.4375,0.348,0.001
429.9204,-999,117.9535,-999,-999,3.4162,2.6314,2.5646,2.4947,128.5,0.3606,-0.0028
430.0728,-999,117.2187,-999,-999,3.3884,2.5929,2.5192,2.497,128.375,0.3476,-0.0019
430.2252,-999,116.3155,-999,-999,3.4704,2.5717,2.5143,2.4984,128.4375,0.39,0.0027
430.3776,-999,110.7189,-999,-999,3.358,2.9111,2.841,2.4925,128.4375,0.3747,0.0003
430.53,-999,102.0476,-999,-999,4.1011,3.7196,3.5612,2.4885,128.5,0.3779,-0.0014
430.6824,-999,89.8703,-999,-999,19.1416,4.5606,4.3033,2.5193,128.5,0.308,-0.0025
430.8348,-999,82.1743,-999,-999,7.0565,5.519,5.1512,2.5788,128.5625,0.2594,0.0067
430.9872,-999,86.1425,-999,-999,5.4224,5.8904,5.5906,2.5767,128.5,0.2287,0.0024
431.1396,-999,100.5457,-999,-999,5.8753,5.0017,4.8269,2.5536,128.4375,0.2426,-0.0001
431.292,-999,103.468,-999,-999,5.7539,4.7909,4.5957,2.5258,128.3125,0.251,-0.0004
431.4444,-999,105.2317,-999,-999,6.1758,4.9387,4.6917,2.5288,128.375,0.2411,0.0021
431.5968,-999,99.8132,-999,-999,6.142,4.9785,4.7204,2.5319,128.375,0.2295,-0.0038
431.7492,-999,100.2189,-999,-999,6.1962,4.9687,4.6801,2.539,128.4375,0.2376,-0.0029
